ISSN,IMPACT_FACTOR
1548-7091,26.919
1520-7439,3.094
1471-0072,35.611999999999995
0028-1425,0.23199999999999998
0963-8695,2.781
1660-8151,2.2030000000000003
1210-0552,0.5
0028-3835,5.024
1350-1925,3.842
1350-1925,3.842
2213-1582,3.8689999999999998
1021-7401,2.238
0038-6308,9.327
1336-4561,0.642
0043-7719,1.706
1939-4551,5.676
1477-7819,1.7919999999999998
1878-8750,1.9240000000000002
1874-4907,1.5219999999999998
0272-3646,1.0859999999999999
1571-0645,13.783
2469-9888,1.413
2469-9888,1.413
1862-6300,1.795
1862-6300,1.795
0091-3847,1.545
0091-3847,1.545
2498-602X,0.522
0958-0344,2.3369999999999997
1874-3900,1.575
0031-9422,3.1860000000000004
1529-9430,3.1189999999999998
1476-3141,1.141
1944-3277,1.6
1618-2510,0.932
0039-0402,0.465
1536-867X,2.158
2213-6711,6.537000000000001
1066-5099,5.587000000000001
1547-3287,3.315
0736-2994,0.541
1744-2508,0.6409999999999999
0869-5938,0.8240000000000001
1524-1602,0.6509999999999999
1464-4177,1.3840000000000001
2329-7778,3.969
1016-8664,0.621
1573-2479,1.845
1615-147X,2.8760000000000003
0969-2126,4.907
0028-3886,2.166
0028-3878,7.609
1094-7159,2.7739999999999996
0896-6273,14.318
0944-7113,3.61
0031-9465,1.442
1435-8603,2.156
0032-0781,4.059
1755-0874,1.205
2032-3913,1.138
0921-9668,2.465
0167-4412,3.543
0032-0862,2.303
1598-2254,1.4069999999999998
0168-9452,3.7119999999999997
0913-557X,1.673
0378-2697,1.452
0372-8854,0.991
1433-7266,0.252
0932-0784,1.4140000000000001
0932-0776,0.757
0939-5075,0.882
1545-8547,1.733
1392-3196,0.746
0044-4596,0.212
0024-4082,2.685
0720-213X,1.4
1863-1959,2.688
1860-0743,0.862
0032-0943,2.494
0741-3335,3.032
1063-780X,1.0490000000000002
0987-7053,2.045
1303-5150,0.45299999999999996
1092-0684,2.647
1933-7213,5.718999999999999
0028-4793,79.258
1463-6778,1.571
0021-5392,0.128
1573-5214,1.585
0952-3480,3.031
0952-3480,3.031
1463-1741,1.8419999999999999
1463-1741,1.8419999999999999
1468-1218,2.012
0951-7715,1.926
0283-2631,1.131
1092-6194,0.597
1220-1766,1.02
0166-0616,11.633
0165-0521,0.722
1505-1773,0.8390000000000001
1873-9652,1.031
0965-545X,0.7290000000000001
0032-5449,0.7829999999999999
1687-4757,3.386
1090-3127,2.269
1082-6068,1.2409999999999999
0208-4147,0.28600000000000003
0266-8920,1.693
1867-1306,2.345
0889-7077,2.6689999999999996
1082-6084,1.1320000000000001
0972-1525,0.807
2050-6252,1.268
1055-3207,3.178
0039-6060,3.574
2210-6707,3.073
0936-5214,2.369
0039-7857,1.034
0363-6445,1.515
0167-6911,2.656
0372-333X,0.42100000000000004
0040-0262,2.68
1040-1334,1.2919999999999998
1055-3177,0.473
1884-4049,7.207999999999999
2055-5008,4.128
1066-8527,0.732
0163-7827,8.435
0079-6611,4.27
1350-9462,11.652999999999999
1477-7606,0.5589999999999999
0952-3278,2.437
1098-8823,2.991
1098-8823,2.991
1046-5928,1.338
0033-183X,2.457
2475-0573,
0955-8829,1.5859999999999999
0955-8829,1.5859999999999999
0925-4927,2.455
1057-9249,3.455
0168-583X,1.3230000000000002
1451-3994,0.429
0305-1048,11.561
0394-7394,0.22899999999999998
0363-3624,1.245
1441-0745,1.237
0939-4753,3.318
1871-403X,2.153
1351-0711,3.965
0078-3218,5.071000000000001
0078-3218,5.071000000000001
0078-3234,1.614
0927-3948,3.3480000000000003
1618-1247,1.4580000000000002
0030-1388,0.057999999999999996
1536-2310,2.37
1292-3818,0.035
0890-9091,3.398
2046-2441,3.286
0040-1706,1.568
0187-8336,0.21600000000000003
1300-3453,0.184
1469-0292,2.878
0004-6264,2.244
1368-9800,2.485
0033-4545,5.294
1063-8628,0.898
0748-8017,1.604
1063-7818,1.151
1533-7146,1.601
0033-5894,2.329
0177-798X,2.3209999999999997
0167-8442,2.215
0040-5752,3.93
1874-1738,1.453
0040-5809,1.2590000000000001
0040-5809,1.2590000000000001
1756-2856,4.75
2168-4790,0.882
0171-6425,1.536
0171-6425,1.536
0040-7453,0.01
1617-9625,1.5390000000000001
0883-5691,0.466
1436-6002,3.833
1074-9357,1.771
2365-0869,5.537000000000001
1109-2858,1.8159999999999998
0091-3286,0.993
1068-5200,1.35
0033-5894,2.329
1042-0150,0.526
0969-806X,1.435
0033-7587,2.53
0048-6604,1.4180000000000001
0048-6604,1.4180000000000001
0033-8389,1.695
0399-0559,0.478
1042-9832,0.985
1550-7424,1.9669999999999999
1355-2546,2.346
1002-185X,0.29
1381-5148,2.975
1307-6167,1.311
1872-2105,1.475
2352-3204,1.182
1560-3547,1.383
0886-022X,1.44
2037-4631,0.986
1364-0321,9.184
1472-6483,2.967
0936-6768,1.422
1031-3613,2.105
1742-4755,2.0140000000000002
0925-3467,2.32
0925-3467,2.32
2159-3930,2.5660000000000003
1055-6788,1.183
2212-4403,1.7180000000000002
1439-6092,2.369
1439-6092,2.369
1083-6160,3.5839999999999996
0276-7333,4.051
0301-1569,1.012
1075-4377,0.2
1750-1172,3.6069999999999998
0030-5898,2.6719999999999997
2325-8160,1.511
0191-9512,1.232
1540-7489,5.336
0016-7878,1.521
0016-7878,1.521
0965-0903,0.5
1741-7589,0.431
0954-4054,1.445
0954-4100,1.038
0954-4119,1.124
0370-047X,0.375
0300-483X,3.265
0270-1367,2.2680000000000002
1759-2879,3.218
0921-3449,5.12
1061-2971,2.544
0300-9572,5.8629999999999995
1606-5131,2.1719999999999997
0102-695X,1.5959999999999999
1517-8692,0.27
0103-5657,0.565
1984-2961,1.09
1806-6690,0.605
0798-2259,0.17
1436-2228,2.3280000000000003
0171-8630,2.276
0141-1136,3.159
0141-1136,3.159
1023-6244,0.9470000000000001
2072-6651,3.273
0946-2104,0.381
1398-9219,4.4
0765-0019,0.057
0765-0019,0.057
0958-7578,1.798
1931-5244,4.88
0934-0874,3.196
0191-2615,4.081
0049-4488,3.1510000000000002
0041-1868,0.879
1477-8939,4.45
1536-1098,1.136
1023-8883,2.182
1596-5996,0.444
1935-9756,1.686
1472-9792,2.727
0025-3227,2.364
1064-119X,1.207
0738-1360,1.851
0025-3324,0.708
0928-4931,5.08
1369-8001,2.593
0960-3409,1.423
0167-577X,2.687
1042-6914,2.6689999999999996
0921-5107,3.3160000000000003
1359-5997,2.271
0025-5564,1.5
1547-1063,1.23
1387-3954,0.586
0378-4754,1.476
0025-5610,2.665
0025-5521,0.39399999999999996
0025-6153,0.231
0025-6455,2.211
0718-3402,0.609
0022-2631,1.6380000000000001
0026-1165,5.023
1225-8873,2.319
0167-7012,1.7009999999999998
1057-7157,2.475
0022-2720,1.693
0832-7823,0.575
0832-7823,0.575
1359-6535,2.146
1359-6535,2.146
1445-1433,1.5859999999999999
0001-2092,0.794
0268-7038,1.702
0938-1279,0.46399999999999997
0168-1591,1.548
0883-9514,0.5870000000000001
0273-2289,1.797
1176-2322,1.7690000000000001
0927-2852,0.32899999999999996
0169-1317,3.641
0169-1317,3.641
1054-4887,0.59
1589-1623,0.721
0307-904X,2.617
2327-9095,1.548
2162-2965,1.3880000000000001
0141-1187,1.95
0268-2605,3.5810000000000004
1715-5312,2.5180000000000002
1937-6448,3.622
1069-2509,3.667
1551-3777,2.23
1058-4587,0.36700000000000005
0167-9260,0.9059999999999999
1079-8587,0.652
1913-2751,0.7959999999999999
1463-9963,0.636
1741-5977,1.125
1445-5226,1.651
0947-7047,2.347
1021-9986,0.86
1021-9986,0.86
1562-2916,0.446
2008-2142,0.902
1735-1065,0.524
0366-7022,1.625
0009-3130,0.45
0009-3084,2.766
0954-2299,1.3619999999999999
0009-3092,0.36
0009-3092,0.36
2191-1363,2.801
1860-7179,3.009
0169-7439,2.701
2296-2646,4.155
2095-2228,1.105
1662-5161,2.8710000000000004
1664-302X,4.019
1662-5099,3.9019999999999997
1662-5129,3.1519999999999997
1664-2295,3.508
1664-042X,3.3939999999999997
0248-1294,0.644
0016-2523,0.17600000000000002
0532-8721,0.563
1746-0794,1.121
0165-0114,2.675
2160-1836,2.742
0213-9111,1.581
0966-6362,2.273
1945-4589,5.178999999999999
0167-8809,3.5410000000000004
0889-048X,2.568
0378-3774,3.182
0167-4366,1.2009999999999998
2073-4395,1.419
0738-4602,1.032
0140-3664,2.613
0927-7099,1.038
0045-7906,1.7469999999999999
0824-7935,1.3519999999999999
0010-4620,0.792
1617-9447,0.5710000000000001
0169-2607,2.674
1389-1286,2.522
1389-1286,2.522
0926-6003,1.413
2196-4378,2.206
0010-4655,3.748
1820-0214,0.613
0920-5489,1.465
2001-0370,4.148
1093-9687,5.475
1420-0597,2.7260000000000004
0010-485X,1.6540000000000001
1063-293X,1.456
0914-3505,1.149
0300-8207,2.608
0969-8043,1.123
1568-4946,3.907
0570-4928,2.826
1524-1904,1.062
0169-4332,4.439
0169-4332,4.439
1402-2001,2.331
1052-7613,2.988
1380-6165,1.4180000000000001
1798-6540,1.976
1798-6540,1.976
0739-7240,1.9369999999999998
0148-0545,1.531
1177-8881,2.935
1359-6446,6.848
1368-7646,11.63
0114-5916,3.585
0012-7094,2.3169999999999997
2153-0785,1.073
0377-0265,1.219
0377-0265,1.219
0378-3782,2.025
1087-3562,1.8840000000000001
0167-9295,0.721
1865-0473,1.6280000000000001
1794-6190,0.262
1671-3664,0.847
0368-0762,1.0
1527-1404,2.358
1598-1657,0.374
2158-2866,0.525
1747-7778,1.218
0928-0707,1.745
2115-7251,2.333
1539-0136,0.872
1664-039X,0.8440000000000001
1536-0652,2.31
1536-0652,2.31
0888-4773,2.169
1056-6716,1.811
0094-9655,0.8690000000000001
2287-6391,4.75
1047-8477,3.4330000000000003
0210-5705,1.078
0016-5751,1.291
0949-8036,0.33299999999999996
1045-2257,3.362
1601-1848,3.4960000000000004
1976-9571,0.68
1466-4879,2.339
1015-8146,0.14
0886-0440,1.179
0886-0440,1.179
1749-8090,1.117
1934-5925,3.095
0160-2446,2.227
0160-2446,2.227
1090-6924,0.561
1557-5969,0.511
0730-2312,2.9589999999999996
0021-9525,8.783999999999999
1582-4934,4.302
1229-9162,0.327
0021-9584,1.758
0268-2575,2.5869999999999997
0886-9383,1.5
0717-9707,0.46299999999999997
1367-4935,1.107
0883-0738,1.665
0253-3839,0.47100000000000003
0888-8892,5.89
1877-7252,0.742
0105-1873,4.275
0863-1042,1.318
0967-0661,2.616
1355-4786,11.852
1934-4392,0.7170000000000001
1027-5606,4.256
1064-1955,1.2570000000000001
0394-1914,1.8619999999999999
0018-8646,0.9620000000000001
1054-3139,2.906
0019-1442,0.252
2169-3536,3.557
2169-3536,3.557
1063-6692,3.11
1058-6180,0.619
0163-6804,9.27
0272-1716,1.64
0883-7554,1.764
2168-6831,4.9319999999999995
2327-4662,5.8629999999999995
2168-2194,3.85
1532-8813,0.33299999999999996
1040-2446,4.801
1076-6332,2.11
0963-7486,2.3169999999999997
0376-9429,2.175
0308-1079,2.931
2314-436X,1.9040000000000001
1758-2083,0.7609999999999999
1750-5836,4.078
1048-891X,2.1919999999999997
0277-1691,1.6280000000000001
0142-727X,2.103
0017-9310,3.891
1744-232X,0.105
1094-3420,2.015
0896-8446,3.122
1097-3958,1.454
0733-9453,1.709
0747-7171,0.755
1004-4132,0.5720000000000001
1932-1058,2.571
0045-2068,3.929
0045-2068,3.929
0301-4622,1.87
0006-355X,1.3159999999999998
0916-8451,1.255
0006-3568,5.876
1465-4644,1.504
1052-0295,1.074
1398-5647,4.49
0006-3835,1.425
1079-9796,1.8359999999999999
0957-5235,1.119
1471-2253,1.788
1471-2164,3.73
1471-2334,2.62
0959-6526,5.651
0021-972X,5.789
0095-1137,4.053999999999999
1550-9389,3.3960000000000004
1040-7278,1.715
1400-0350,1.16
1570-1786,0.539
0024-3590,3.595
1541-5856,2.015
1541-5856,2.015
0024-3795,0.972
2168-0396,4.091
1461-1570,0.395
1860-5974,0.508
0954-0075,1.485
0932-8092,1.306
2168-2194,3.85
1939-1404,2.7769999999999997
1548-0992,0.502
1949-307X,1.568
0890-8044,7.197
1041-1135,2.4459999999999997
1530-437X,2.617
1932-8184,4.337
0018-9251,2.063
0889-1575,2.9560000000000004
0362-028X,1.51
0146-9428,0.841
0149-6085,1.275
0181-5512,0.636
0016-0032,3.576
0164-0313,0.7190000000000001
0022-1260,0.789
2169-9097,3.5439999999999996
1802-6222,1.415
1879-4068,3.359
1943-670X,0.565
0219-6220,1.755
1862-5282,0.748
0129-167X,0.5710000000000001
0020-7403,3.57
1661-6952,0.69
0195-9298,1.69
0218-8635,1.4909999999999999
0938-8974,2.108
1057-3631,1.1909999999999998
1527-6546,2.662
0144-3615,0.545
1341-9145,1.285
1080-7683,1.921
1472-6947,2.134
2050-6511,1.865
1471-2229,3.93
2044-5415,7.226
1756-1833,23.259
0366-3175,1.0490000000000002
8756-3282,4.455
0268-3369,4.497
2095-4700,12.354000000000001
0300-9483,2.638
1018-4813,3.636
1120-6721,1.8969999999999998
0141-5387,2.033
1591-996X,0.893
1090-3801,2.991
0939-7248,1.494
0143-0807,0.642
0018-3768,1.401
0018-3768,1.401
1022-1352,2.492
0024-9831,1.4880000000000002
0740-3194,4.082
0938-8990,2.687
1936-5802,1.641
1864-5631,7.4110000000000005
0256-7040,1.235
0009-4293,1.245
1001-8417,2.6310000000000002
0253-3820,0.8240000000000001
0253-9837,3.525
1004-9541,1.712
0577-9073,1.051
0899-0042,1.8330000000000002
1226-8453,4.053
1226-8453,4.053
0731-5090,2.024
0363-5023,1.776
0894-1130,1.04
0894-1130,1.04
0304-3894,6.434
0885-9701,3.406
0002-5240,0.608
1748-7188,1.536
1323-8930,4.0360000000000005
1664-2201,2.448
0002-838X,1.974
2156-6976,3.998
1175-3277,2.6430000000000002
0002-9165,6.5489999999999995
1084-7529,1.5659999999999998
0305-182X,2.051
1343-4934,0.853
1091-9392,1.421
0021-8375,1.954
0736-0266,3.4139999999999997
0949-2658,1.264
2309-4990,0.9940000000000001
2214-031X,2.0780000000000003
0890-5339,2.381
0885-3924,3.2489999999999997
0921-2728,2.168
0921-2728,2.168
1549-8417,2.6830000000000003
1077-4114,1.06
1305-7707,0.115
1083-3188,1.7519999999999998
0277-2116,2.752
1043-4542,1.294
1561-8625,1.528
1995-7645,1.6340000000000001
1863-8171,0.643
0515-0361,0.9059999999999999
0004-6256,4.15
1063-7737,1.16
1990-3413,1.29
2041-8205,6.6339999999999995
1292-8941,1.8019999999999998
1292-8941,1.8019999999999998
2190-5444,2.24
1286-0042,0.802
1951-6355,1.9469999999999998
0014-312X,1.3430000000000002
1687-1499,2.407
1741-427X,2.064
1300-3615,0.42200000000000004
1824-307X,0.8059999999999999
1751-7362,9.52
1025-6016,1.527
0924-2716,5.994
0161-2840,0.825
0748-5492,1.03
1125-4718,0.579
1120-1770,0.615
2052-2525,6.544
0001-4338,0.457
0001-4966,1.605
0885-7024,0.182
0264-9381,3.283
0009-8558,1.219
1618-954X,2.3369999999999997
1863-0650,1.338
0999-193X,3.7430000000000003
1474-760X,13.214
1088-9051,10.101
1088-9051,10.101
1525-2027,2.9810000000000003
1467-7873,1.1909999999999998
1897-1695,1.119
0016-7061,3.74
1468-8115,2.54
0072-1050,1.6540000000000001
1075-7015,0.629
1016-443X,1.795
1947-5705,1.713
0046-5755,0.612
1266-5304,0.596
2049-6060,1.867
1553-040X,2.8110000000000004
1088-0224,1.5119999999999998
0002-9629,1.7730000000000001
0195-6108,3.653
0894-9115,1.8430000000000002
0749-3797,4.127
0002-953X,13.390999999999998
0090-0036,4.38
0954-6928,1.705
0334-6005,1.66
0010-9312,1.9269999999999998
0010-9452,4.907
1466-609X,6.425
0738-8551,5.239
1984-7033,0.8059999999999999
0181-1584,2.0
0889-311X,3.0669999999999997
1352-2310,3.708
1322-7130,1.913
0587-3908,0.396
0266-4666,1.069
1195-6860,0.696
1432-9840,4.03
0169-4243,1.0390000000000001
1054-139X,4.098
1942-2466,3.97
1941-2711,2.927
1085-7117,1.072
0021-8561,3.412
0925-8388,3.779
1738-5520,1.421
0256-1115,2.199
0023-432X,0.636
1976-7277,0.611
0093-7355,0.833
1470-2045,36.418
1860-1871,0.815
1103-5897,1.814
0361-7610,0.473
1753-3546,0.282
0886-6236,4.457
0886-6236,4.457
0959-3780,6.371
0887-381X,0.688
1939-0807,0.327
0340-7594,1.97
1090-0268,2.592
1090-0268,2.592
0377-0427,1.632
1530-9827,1.588
1530-9827,1.588
0254-9409,1.026
0254-9409,1.026
1000-9000,0.878
0022-0019,0.512
0733-9364,2.201
0143-974X,2.509
0169-7722,2.2840000000000003
0960-9822,9.251
1389-4501,3.112
0172-8083,3.574
1389-2029,2.1719999999999997
1548-3568,4.71
1523-3847,2.085
1949-3045,4.585
0018-926X,4.13
1943-0604,2.889
2168-7161,7.928
1070-9878,1.774
2168-6750,3.6260000000000003
0018-9456,2.7939999999999996
0278-0062,6.131
1520-9210,3.977
1536-1241,2.158
1077-8926,0.762
1417-3875,0.8809999999999999
1469-221X,8.749
0160-9327,0.5
1046-3976,2.541
0889-8529,3.0
1355-008X,3.179
1575-0922,1.268
1754-5692,30.066999999999997
1438-4221,3.298
1521-9437,1.2109999999999999
1449-1907,2.2840000000000003
1557-1874,1.192
1445-8330,2.033
0921-2973,3.833
1612-510X,3.8110000000000004
0743-7463,3.7889999999999997
0935-8943,0.922
0268-8921,1.949
1863-8880,8.529
1612-2011,2.24
1612-2011,2.24
0718-560X,0.48200000000000004
1470-8396,1.516
1543-4494,1.4340000000000002
1072-0502,2.6710000000000003
0278-2626,2.574
0269-9052,2.061
1935-861X,6.12
1863-2653,4.231
1476-4172,1.138
1476-4172,1.138
1475-7516,5.126
1049-2275,0.772
0933-2790,1.056
0022-0248,1.742
1296-2074,1.706
1203-4754,1.212
1544-3566,1.131
1529-3785,0.731
1073-0516,0.972
2157-6904,2.9730000000000003
1533-5399,1.7269999999999999
1936-7406,1.014
1550-4859,2.313
1553-3077,0.927
1944-8244,8.097000000000001
2374-7943,11.228
2168-0485,6.14
0906-4710,0.894
1672-9145,2.224
0001-527X,1.239
1742-7061,6.382999999999999
1253-8078,1.0
0001-5415,0.645
1508-1109,1.097
1536-1276,5.888
0278-0097,1.0190000000000001
1556-6072,6.037999999999999
1536-1284,9.202
2329-9290,2.95
1756-8722,7.332999999999999
1868-6974,2.877
0022-152X,1.141
2214-4048,2.282
0022-5045,0.5
0195-6701,3.3539999999999996
0022-1686,2.076
1001-6058,1.5630000000000002
1084-0699,1.5759999999999998
0022-1767,4.539
2051-1426,8.374
1547-691X,1.465
1674-4799,1.261
0301-7516,2.255
0218-3013,1.615
1178-2013,4.37
1055-7148,1.34
0129-0657,4.58
1565-1339,1.162
0271-2091,1.673
1388-7890,0.6
1753-3309,0.563
1753-3309,0.563
0960-7439,1.383
1029-8436,2.322
0165-5876,1.305
1023-666X,1.3330000000000002
2234-7593,1.661
0308-0161,1.5430000000000001
0925-5273,4.407
0893-2174,1.3330000000000002
1433-7398,2.535
1340-6868,1.7719999999999998
1467-5463,6.3020000000000005
0007-0610,1.274
0007-070X,1.2890000000000001
0306-5251,3.838
0308-0226,0.754
0007-1188,6.81
0007-2745,2.2640000000000002
0525-1931,0.244
0171-967X,3.293
0008-1078,0.175
0008-1078,0.175
1063-6560,2.388
0269-7653,2.133
1522-0613,0.612
2053-2733,7.93
1861-1125,2.779
0137-1592,0.708
0001-5903,0.8859999999999999
1439-8516,0.527
0393-6384,0.7509999999999999
0160-9289,2.733
1533-0028,3.861
0962-8827,0.42700000000000005
0899-7071,1.014
1521-6616,3.557
1542-6416,3.516
1476-9255,2.61
1001-9014,0.387
0162-0134,3.063
0300-0605,1.023
1945-8924,1.944
0002-9637,2.5639999999999996
0002-9890,0.306
0003-004X,2.645
0003-1305,4.302
0003-1348,0.607
1083-446X,1.16
1350-6129,4.048
0001-3765,0.956
1302-6631,0.335
2210-7177,1.574
1759-9660,2.073
0884-6812,0.39799999999999996
0939-2661,0.262
0303-4569,1.588
1477-5131,1.935
2093-2278,1.072
1482-1826,2.333
1010-6030,2.891
1932-7447,4.484
0047-2689,3.51
0142-7873,1.8969999999999998
1861-3829,0.622
0334-6447,0.778
0887-624X,2.588
0014-4827,3.3089999999999997
0723-4864,2.195
0531-5565,3.2239999999999998
0301-472X,2.436
0732-8818,0.8059999999999999
0894-1777,3.2039999999999997
1354-3784,3.883
1462-3994,3.865
1478-9450,3.489
1747-6348,2.6069999999999998
0957-4174,3.7680000000000002
1386-1999,1.368
1064-7406,1.133
0172-9179,1.367
0742-3225,1.14
0168-6496,3.495
1567-1356,2.609
1551-3815,0.59
0015-0541,0.332
0354-5180,0.635
1080-0549,6.442
0278-5919,1.75
0149-2918,3.185
1699-048X,2.392
1740-7745,2.707
1807-5932,1.245
1386-7857,1.601
1526-1492,0.581
1172-7047,4.206
1092-8529,3.5039999999999996
0892-0753,0.973
2079-6412,2.35
1543-3633,1.444
0017-1557,1.767
1080-5370,4.727
2152-3878,1.9909999999999999
2468-7197,0.795
0749-0712,1.171
1070-0048,0.182
0017-8470,0.6629999999999999
1043-3074,2.471
1043-3074,2.471
0017-9078,0.993
1367-9430,2.889
0268-9146,1.841
0972-2963,0.295
0378-4320,1.6469999999999998
0860-4037,0.71
1751-7311,1.87
0304-4602,0.8190000000000001
1239-629X,0.941
1081-1206,3.263
1081-1206,3.263
1544-1709,4.54
2008-8752,0.455
1573-4137,1.306
1523-3790,3.122
0955-0674,10.015
1367-5931,7.572
2211-3398,4.033
1062-4821,3.37
1040-872X,2.821
1040-8738,2.533
1070-5287,3.0
1359-0286,6.547999999999999
1381-6128,2.7569999999999997
1527-2737,1.983
0022-3859,1.095
0378-7753,6.945
0959-1524,2.787
0928-8910,1.806
0005-1144,0.217
1758-1559,0.938
0273-0979,0.7709999999999999
0004-9727,0.48200000000000004
1370-1444,0.423
1435-9529,1.825
0108-0288,0.44799999999999995
0007-4888,0.546
0006-6729,0.667
1214-1119,1.395
1229-5949,0.522
1690-4648,0.214
0092-8240,1.484
0079-032X,1.926
0258-8900,2.423
1822-427X,0.622
1735-8787,0.625
0253-5416,0.214
0300-8428,5.723
0005-2728,4.28
0304-419X,8.22
1559-6109,1.218
0002-9726,0.6990000000000001
1525-8610,5.325
1067-5027,4.27
0003-021X,1.601
1046-6673,8.655
0165-2370,3.468
2090-8865,1.262
0931-2668,1.9409999999999998
1230-1388,0.9
1018-7081,0.40700000000000003
0021-8812,1.7109999999999999
1643-4439,0.75
2156-907X,1.063
1088-8705,1.014
1678-7757,1.709
8750-7587,3.2560000000000002
0910-8327,2.185
0440-6605,0.41700000000000004
0385-2407,2.7880000000000003
1753-0393,3.213
0022-0434,1.521
1363-2469,1.7630000000000001
0022-0477,5.172000000000001
0304-4076,1.632
0374-3535,1.65
1572-6657,3.235
0013-4651,3.662
1043-4666,3.514
1552-4922,3.26
1552-4949,2.7569999999999997
1212-1975,0.467
0167-9236,3.565
0967-0645,2.451
0287-4547,1.205
1600-4469,1.4140000000000001
1091-4269,5.043
1751-8601,0.639
1751-8644,3.2960000000000003
1751-8725,1.739
1751-8741,2.059
1751-8768,1.506
2472-5854,
0272-4979,1.837
1580-3139,1.4240000000000002
0262-8856,2.1590000000000003
0171-2985,2.873
1750-743X,3.4610000000000003
0005-7959,1.484
1860-5397,2.33
1876-2883,2.31
0100-6916,0.387
0955-7997,2.138
0955-7997,2.138
0952-1976,2.819
1994-2060,1.9180000000000001
0013-7952,3.1
0305-215X,1.6219999999999999
1413-4152,0.29
0378-1909,1.514
1567-7419,1.8459999999999999
0164-1212,2.278
1429-2955,0.7829999999999999
0887-8722,1.085
0022-5223,4.88
1556-0864,10.335999999999999
2041-7314,5.789
1528-7394,2.7060000000000004
1093-7404,6.332999999999999
0255-2922,0.857
1479-5876,4.197
2163-0755,3.695
1078-7496,0.452
1195-1982,1.8
0278-4297,1.53
0948-695X,1.0659999999999998
1099-3460,1.7380000000000002
0022-5347,5.381
1071-1023,1.314
1018-1172,2.029
1100-9233,2.658
0361-5235,1.5659999999999998
1043-7398,2.21
1644-2296,0.684
0737-0652,2.1830000000000003
2095-4956,3.886
0747-9964,1.25
0923-4748,2.6860000000000004
0749-8004,0.677
0587-4254,0.875
1000-6818,0.846
0137-5881,1.4380000000000002
1785-8860,0.909
0065-1583,1.038
0284-1851,1.8230000000000002
0001-706X,2.509
1217-8837,0.846
0001-7272,1.074
0965-2140,5.952999999999999
2070-0733,0.636
0001-8678,0.711
1049-250X,3.45
0376-4710,0.5660000000000001
0971-457X,0.348
0970-6011,0.275
0019-5200,0.409
0379-5136,0.289
0377-4929,0.529
0019-5545,1.061
0972-5938,1.061
0022-2518,1.022
1750-9378,2.123
1550-2783,3.135
0956-5515,3.667
1079-9907,2.419
